"full_name","neo","pha","a","e","i","om","w","ma","diameter","extent","rot_per","GM","n","epoch","moid","per_y","producer"
"  1566 Icarus (1949 MA)",Y,Y,1.078,0.8270,22.80,87.95,31.43,160.86,1.0,,2.2726,,0.8805,2460600.5,0.0342,1.12,"Otto Matic"
"  1620 Geographos (1951 RA)",Y,Y,1.246,0.3356,13.34,337.15,277.01,289.36,2.56,5.0x2.0x2.1,5.22204,,0.709,2460600.5,0.03,1.39,"Otto Matic"
"  1862 Apollo (1932 HA)",Y,Y,1.471,0.5599,6.35,35.56,286.03,252.87,1.5,,3.065,,0.5527,2460600.5,0.026,1.78,"Otto Matic"
"  1981 Midas (1973 EA)",Y,Y,1.776,0.6505,39.82,356.80,267.84,258.81,3.4,,5.22,,0.4163,2460600.5,0.00488,2.37,"Otto Matic"
"  2101 Adonis (1936 CA)",Y,Y,1.874,0.7642,1.32,349.43,43.69,230.82,0.6,,,,0.3842,2460600.5,0.0116,2.57,"Otto Matic"
"  2102 Tantalus (1975 YA)",Y,Y,1.29,0.2993,64.00,94.35,61.52,78.27,1.649,,2.384,,0.6726,2460600.5,0.0436,1.47,"Otto Matic"
"  2135 Aristaeus (1977 HA)",Y,Y,1.6,0.5030,23.07,191.11,290.97,202.31,,,,,0.4871,2460600.5,0.011,2.02,"Otto Matic"
"  2201 Oljato (1947 XC)",Y,Y,2.179,0.7107,2.52,74.87,98.37,334.42,1.80,,26,,0.3065,2460600.5,0.00259,3.22,"Otto Matic"
"  2340 Hathor (1976 UA)",Y,Y,0.8438,0.4500,5.86,211.29,40.10,53.40,0.3,,3.35,,1.272,2460600.5,0.00669,0.775,Giorgini
"  3122 Florence (1981 ET3)",Y,Y,1.769,0.4231,22.14,336.05,27.90,0.67,4.9,,2.3581,,0.4189,2460600.5,0.0449,2.35,"Otto Matic"
"  3200 Phaethon (1983 TB)",Y,Y,1.271,0.8898,22.31,265.10,322.31,248.98,6.25,,3.604,,0.6875,2460600.5,0.0187,1.43,"Otto Matic"
"  3361 Orpheus (1982 HR)",Y,Y,1.21,0.3229,2.66,188.68,302.34,24.54,0.3,,3.5327,,0.7401,2460600.5,0.0138,1.33,"Otto Matic"
"  3362 Khufu (1984 QA)",Y,Y,0.9895,0.4685,9.92,152.40,55.09,359.85,0.7,,,,1.001,2460600.5,0.0133,0.984,"Otto Matic"
"  3671 Dionysus (1984 KD)",Y,Y,2.2,0.5420,13.54,82.05,204.33,131.35,1.5,,2.7053,,0.302,2460600.5,0.022,3.26,"Otto Matic"
"  3757 Anagolay (1982 XB)",Y,Y,1.834,0.4459,3.87,74.93,17.24,293.70,0.5,,9.012,,0.3967,2460600.5,0.0372,2.48,"Otto Matic"
"  4015 Wilson-Harrington (1979 VA)",Y,Y,2.626,0.6312,2.80,266.73,95.52,181.75,4,,3.5736,,0.2317,2460600.5,0.0429,4.25,"Otto Matic"
"  4034 Vishnu (1986 PA)",Y,Y,1.06,0.4441,11.17,157.89,296.70,260.40,0.42,,44.4,,0.9037,2460600.5,0.0195,1.09,"Otto Matic"
"  4179 Toutatis (1989 AC)",Y,Y,2.543,0.6248,0.45,125.36,277.88,339.68,5.4,1.70x2.03x4.26,176.,,0.243,2460600.5,0.00649,4.06,"Otto Matic"
"  4183 Cuno (1959 LM)",Y,Y,1.981,0.6361,6.67,294.35,237.02,175.91,3.651,,3.5595,,0.3536,2460600.5,0.0281,2.79,"Otto Matic"
"  4450 Pan (1987 SY)",Y,Y,1.443,0.5866,5.52,311.70,291.94,192.17,,,56.48,,0.5689,2460600.5,0.0289,1.73,"Otto Matic"
"  4486 Mithra (1987 SB)",Y,Y,2.205,0.6620,3.04,82.18,169.12,156.61,1.849,"2.35 x 1.65 x 1.44",67.5,,0.3009,2460600.5,0.0462,3.28,"Otto Matic"
"  4581 Asclepius (1989 FC)",Y,Y,1.023,0.3570,4.92,180.20,255.38,212.12,,,8.008,,0.9531,2460600.5,0.00313,1.03,"Otto Matic"
"  4660 Nereus (1982 DB)",Y,Y,1.485,0.3587,1.45,313.11,159.54,191.96,0.33,,15.1749,,0.5446,2460600.5,0.00367,1.81,"Otto Matic"
"  4769 Castalia (1989 PB)",Y,Y,1.063,0.4832,8.88,325.51,121.44,324.11,1.4,,4.095,,0.8992,2460600.5,0.0205,1.1,"Otto Matic"
"  4953 (1990 MU)",Y,Y,1.621,0.6574,24.38,77.53,77.93,285.02,,,14.218,,0.4774,2460600.5,0.0259,2.06,"Otto Matic"
"  5011 Ptah (6743 P-L)",Y,Y,1.636,0.5001,7.41,10.63,105.94,173.66,,,56.3,,0.471,2460600.5,0.0252,2.09,"Otto Matic"
"  5189 (1990 UQ)",Y,Y,1.552,0.4783,3.58,135.05,159.95,257.64,,,6.653,,0.51,2460600.5,0.0448,1.93,"Otto Matic"
"  5604 (1992 FE)",Y,Y,0.9286,0.4061,4.71,311.89,82.68,269.92,0.55,,5.3375,,1.101,2460600.5,0.0333,0.895,"Otto Matic"
"  5693 (1993 EA)",Y,Y,1.271,0.5851,5.06,96.98,258.98,203.14,,,2.496,,0.6882,2460600.5,0.00577,1.43,"Otto Matic"
"  6037 (1988 EG)",Y,Y,1.272,0.4997,3.51,182.18,242.32,249.72,,,2.7602,,0.6874,2460600.5,0.0241,1.43,"Otto Matic"
"  6239 Minos (1989 QF)",Y,Y,1.151,0.4126,3.94,344.53,239.77,224.50,,,3.5558,,0.7982,2460600.5,0.0263,1.23,"Otto Matic"
"  6489 Golevka (1991 JX)",Y,Y,2.484,0.6151,2.27,209.42,68.66,151.88,0.53,,6.026,,0.2518,2460600.5,0.024,3.91,"Otto Matic"
"  6491 (1991 OA)",Y,Y,2.506,0.5917,6.00,301.00,324.73,142.22,,,2.69,,0.2484,2460600.5,0.0417,3.97,"Otto Matic"
"  7335 (1989 JA)",Y,Y,1.772,0.4846,15.17,61.28,232.27,349.17,1.8,,2.58988,,0.4178,2460600.5,0.0231,2.36,"Otto Matic"
"  7341 (1991 VK)",Y,Y,1.841,0.5061,5.41,294.73,173.48,37.89,0.982,,4.2096,,0.3944,2460600.5,0.0471,2.5,"Otto Matic"
"  7482 (1994 PC1)",Y,Y,1.349,0.3294,33.47,117.85,47.49,246.56,1.052,,2.5999,,0.6293,2460600.5,0.000596,1.57,"Otto Matic"
"  7753 (1988 XB)",Y,Y,1.467,0.4817,3.12,73.39,280.08,95.85,,,42.2,,0.5545,2460600.5,0.00655,1.78,"Otto Matic"
"  7822 (1991 CS)",Y,Y,1.123,0.1646,37.12,156.84,249.45,182.35,1.602,,2.3896,,0.8285,2460600.5,0.0226,1.19,"Otto Matic"
"  8014 (1990 MF)",Y,Y,1.747,0.4560,1.87,209.84,114.73,291.48,0.7,,50.09,,0.4268,2460600.5,0.0169,2.31,"Otto Matic"
"  8566 (1996 EN)",Y,Y,1.506,0.4302,37.97,164.12,125.13,90.11,1.568,,4.845,,0.5331,2460600.5,0.0214,1.85,"Otto Matic"
"  9856 (1991 EE)",Y,Y,2.242,0.6258,9.83,168.11,116.18,314.61,1.0,,3.045,,0.2935,2460600.5,0.0224,3.36,"Otto Matic"
" 10115 (1992 SK)",Y,Y,1.249,0.3250,15.32,8.89,233.69,84.54,0.938,,7.319,,0.7065,2460600.5,0.0444,1.4,"Otto Matic"
" 11500 Tomaiyowit (1989 UR)",Y,Y,1.08,0.3558,10.31,234.39,289.52,323.61,0.738,,73,,0.8783,2460600.5,0.0345,1.12,"Otto Matic"
" 12538 (1998 OH)",Y,Y,1.542,0.4058,24.54,220.69,321.79,317.04,1.663,,2.575,,0.5149,2460600.5,0.0269,1.91,"Otto Matic"
" 12923 Zephyr (1999 GK4)",Y,Y,1.963,0.4918,5.30,168.17,147.13,51.56,2.060,,3.893,,0.3584,2460600.5,0.0218,2.75,"Otto Matic"
" 13651 (1997 BR)",Y,Y,1.335,0.3057,17.25,116.63,133.86,262.62,0.562,,33.644,,0.6386,2460600.5,0.0139,1.54,"Otto Matic"
" 14827 Hypnos (1986 JK)",Y,Y,2.841,0.6649,1.98,57.93,238.19,21.63,0.9,,,,0.2058,2460600.5,0.0153,4.79,"Otto Matic"
" 16960 (1998 QS52)",Y,Y,2.201,0.8590,17.52,260.15,243.25,308.68,,,2.8985,,0.3019,2460600.5,0.0176,3.26,"Otto Matic"
" 20425 (1998 VD35)",Y,Y,1.565,0.4764,6.99,227.25,296.32,32.70,,,,,0.5035,2460600.5,0.0029,1.96,"Otto Matic"
" 22753 (1998 WT)",Y,Y,1.219,0.5699,3.20,307.36,324.80,165.33,,,10.24,,0.7324,2460600.5,0.0337,1.35,"Otto Matic"
" 23187 (2000 PN9)",Y,Y,1.847,0.5893,51.33,164.29,293.53,167.50,,,2.5325,,0.3926,2460600.5,0.0124,2.51,"Otto Matic"
" 25143 Itokawa (1998 SF36)",Y,Y,1.324,0.2803,1.62,69.08,162.82,142.57,0.33,0.535x0.294x0.209,12.132,2.1e-9,0.6469,2460600.5,0.0129,1.52,"Otto Matic"
" 26663 (2000 XK47)",Y,Y,1.546,0.4717,13.53,303.59,231.23,108.78,,,2.572,,0.5127,2460600.5,0.0342,1.92,"Otto Matic"
" 27002 (1998 DV9)",Y,Y,1.744,0.4333,8.70,130.34,0.82,203.62,,,,,0.428,2460600.5,0.00429,2.3,"Otto Matic"
" 29075 (1950 DA)",Y,Y,1.699,0.5077,12.16,356.59,224.76,223.31,1.3,,2.1216,,0.4451,2460600.5,0.0385,2.21,"Otto Matic"
" 31669 (1999 JT6)",Y,Y,2.137,0.5776,9.54,78.77,39.10,97.39,,,5.807,,0.3154,2460600.5,0.000451,3.12,"Otto Matic"
" 33342 (1998 WT24)",Y,Y,0.7187,0.4177,7.37,81.66,167.52,27.50,0.432,,3.697,,1.618,2460600.5,0.0109,0.609,"Otto Matic"
" 35107 (1991 VH)",Y,Y,1.137,0.1442,13.91,139.34,206.96,100.55,0.929,,2.6236,,0.8126,2460600.5,0.0255,1.21,"Otto Matic"
" 35396 (1997 XF11)",Y,Y,1.442,0.4837,4.10,213.65,103.04,272.13,0.704,,3.259,,0.5691,2460600.5,0.000394,1.73,"Otto Matic"
" 37638 (1993 VB)",Y,Y,1.913,0.5199,5.08,145.56,323.20,236.56,,,3.5301,,0.3725,2460600.5,0.000275,2.65,"Otto Matic"
" 37655 Illapa (1994 PM)",Y,Y,1.478,0.7525,18.03,139.52,303.90,254.99,,,2.6556,,0.5486,2460600.5,0.025,1.8,"Otto Matic"
" 38071 (1999 GU3)",Y,Y,2.089,0.5075,12.74,195.49,8.81,162.10,,,216,,0.3263,2460600.5,0.0333,3.02,"Otto Matic"
" 39572 (1993 DQ1)",Y,Y,2.036,0.4927,10.03,313.50,344.85,205.80,1.554,,,,0.3392,2460600.5,0.0282,2.91,"Otto Matic"
" 41429 (2000 GE2)",Y,Y,1.593,0.5553,2.17,351.91,297.20,42.91,0.204,,,,0.4903,2460600.5,0.0109,2.01,"Otto Matic"
" 52760 (1998 ML14)",Y,Y,2.409,0.6233,2.43,338.68,20.37,347.09,1.0,,14.28,,0.2636,2460600.5,0.0166,3.74,"Otto Matic"
" 52768 (1998 OR2)",Y,Y,2.38,0.5755,5.88,26.94,174.59,81.21,1.75,,4.112,,0.2685,2460600.5,0.00979,3.67,"Otto Matic"
" 53319 (1999 JM8)",Y,Y,2.724,0.6414,13.84,133.62,166.80,228.77,7.,,143.7,,0.2193,2460600.5,0.0245,4.49,"Otto Matic"
" 53426 (1999 SL5)",Y,Y,1.923,0.5391,22.77,239.06,43.36,167.90,,,5.03,,0.3696,2460600.5,0.0244,2.67,"Otto Matic"
" 53429 (1999 TF5)",Y,Y,2.022,0.6410,26.78,199.16,64.09,281.57,,,,,0.3429,2460600.5,0.0482,2.87,"Otto Matic"
" 53550 (2000 BF19)",Y,Y,1.495,0.4196,7.17,313.14,324.95,67.25,,,,,0.539,2460600.5,0.046,1.83,"Otto Matic"
" 53789 (2000 ED104)",Y,Y,1.371,0.2692,40.78,190.02,218.35,236.89,0.843,,43,,0.6142,2460600.5,0.0482,1.6,"Otto Matic"
" 65679 (1989 UQ)",Y,Y,0.9148,0.2647,1.30,178.08,15.01,195.92,0.918,,7.746,,1.126,2460600.5,0.014,0.875,"Otto Matic"
" 65690 (1991 DG)",Y,Y,1.428,0.3632,11.14,180.10,63.37,212.30,,,7.1125,,0.5777,2460600.5,0.0402,1.71,"Otto Matic"
" 65717 (1993 BX3)",Y,Y,1.395,0.2810,2.81,174.75,290.95,104.62,,,20.33,,0.5979,2460600.5,0.0481,1.65,"Otto Matic"
" 65803 Didymos (1996 GT)",Y,Y,1.643,0.3833,3.41,72.99,319.60,339.93,0.78,"0.797 x 0.783 x 0.761",2.2593,,0.4682,2460600.5,0.0398,2.11,"Steve Chesley"
" 65909 (1998 FH12)",Y,Y,1.091,0.5397,3.56,108.59,284.51,196.93,,,3,,0.8648,2460600.5,0.0126,1.14,"Otto Matic"
" 66391 Moshup (1999 KW4)",Y,Y,0.6424,0.6884,38.88,244.90,192.65,296.90,1.317,"1.532 x 1.495 x 1.347",2.7645,,1.914,2460600.5,0.0145,0.515,"Otto Matic"
" 67367 (2000 LY27)",Y,Y,1.308,0.2127,9.02,264.51,184.84,248.94,,,,,0.6585,2460600.5,0.0472,1.5,"Otto Matic"
" 67381 (2000 OL8)",Y,Y,1.321,0.5430,10.67,294.84,266.96,38.01,,,,,0.6495,2460600.5,0.0177,1.52,"Otto Matic"
" 68216 (2001 CV26)",Y,Y,1.32,0.3267,17.99,18.13,48.74,301.79,0.994,,2.429,,0.65,2460600.5,0.0241,1.52,"Otto Matic"
" 68346 (2001 KZ66)",Y,Y,1.507,0.4166,16.70,219.37,140.29,133.79,0.736,,4.987,,0.5326,2460600.5,0.0386,1.85,"Otto Matic"
" 68347 (2001 KB67)",Y,Y,0.9616,0.3799,17.13,245.86,243.82,352.38,,,6.354,,1.045,2460600.5,0.0137,0.943,"Otto Matic"
" 68372 (2001 PM9)",Y,Y,1.618,0.4160,8.11,252.96,322.33,157.97,,,,,0.4789,2460600.5,0.00376,2.06,"Otto Matic"
" 68548 (2001 XR31)",Y,Y,1.707,0.4368,22.72,302.02,24.71,186.50,1.182,,,,0.4419,2460600.5,0.0247,2.23,"Otto Matic"
" 68950 (2002 QF15)",Y,Y,1.057,0.3443,25.15,236.21,255.57,54.57,1.650,,45.24,,0.9069,2460600.5,0.00746,1.09,"Otto Matic"
" 69230 Hermes (1937 UB)",Y,Y,1.655,0.6239,6.07,34.05,92.90,279.39,,,13.894,,0.463,2460600.5,0.00431,2.13,"Otto Matic"
" 85182 (1991 AQ)",Y,Y,2.22,0.7777,3.12,339.40,243.23,59.27,1.1,,,,0.2979,2460600.5,0.0161,3.31,"Otto Matic"
" 85236 (1993 KH)",Y,Y,1.234,0.3110,12.81,54.36,293.82,252.62,,,5.057,,0.7192,2460600.5,0.000862,1.37,"Otto Matic"
" 85585 Mjolnir (1998 FG2)",Y,Y,1.298,0.3563,4.08,2.31,95.42,37.53,,,11.6,,0.6669,2460600.5,0.0218,1.48,"Otto Matic"
" 85640 (1998 OX4)",Y,Y,1.58,0.4859,4.52,299.57,117.30,15.27,,,,,0.4961,2460600.5,0.00102,1.99,"Otto Matic"
" 85713 (1998 SS49)",Y,Y,1.923,0.6388,10.79,40.95,103.13,239.57,3.484,,5.37,,0.3695,2460600.5,0.0039,2.67,"Otto Matic"
" 85774 (1998 UT18)",Y,Y,1.403,0.3288,13.59,64.62,50.15,178.64,0.939,,55.,,0.5932,2460600.5,0.0363,1.66,"Otto Matic"
" 85938 (1999 DJ4)",Y,Y,1.853,0.4846,9.14,19.87,197.79,41.94,,,2.5141,,0.3909,2460600.5,0.023,2.52,"Otto Matic"
" 85989 (1999 JD6)",Y,Y,0.8831,0.6329,17.07,130.15,309.25,338.43,1.462,,7.6638,,1.188,2460600.5,0.0475,0.83,"Otto Matic"
" 85990 (1999 JV6)",Y,Y,1.008,0.3111,5.36,124.30,235.57,312.19,0.451,,6.538,,0.9733,2460600.5,0.0316,1.01,"Otto Matic"
" 86039 (1999 NC43)",Y,Y,1.76,0.5789,7.13,311.62,120.81,217.35,2.22,,122.2,,0.4221,2460600.5,0.0243,2.33,"Otto Matic"
" 86819 (2000 GK137)",Y,Y,1.995,0.5059,10.06,164.88,150.30,212.48,0.802,,3.0239,,0.3497,2460600.5,0.0168,2.82,"Otto Matic"
" 87684 (2000 SY2)",Y,Y,0.8587,0.6428,19.22,162.01,47.81,182.98,,,2.5712,,1.239,2460600.5,0.0466,0.796,"Otto Matic"
" 88254 (2001 FM129)",Y,Y,1.182,0.6296,1.52,272.11,140.23,166.57,0.800,,38.56,,0.7666,2460600.5,0.01,1.29,"Otto Matic"
" 88959 (2001 TZ44)",Y,Y,1.724,0.5635,53.83,38.96,114.92,18.09,,,6.73,,0.4356,2460600.5,0.0491,2.26,"Otto Matic"
" 89136 (2001 US16)",Y,Y,1.356,0.2530,1.91,175.90,67.20,332.59,,,14.39,,0.6243,2460600.5,0.029,1.58,"Otto Matic"
" 89830 (2002 CE)",Y,Y,2.078,0.5070,43.65,19.90,5.84,253.27,5.067,,2.6149,,0.3291,2460600.5,0.0284,3,"Otto Matic"
" 89958 (2002 LY45)",Y,Y,1.642,0.8864,9.91,188.16,222.94,186.10,,,3.265,,0.4685,2460600.5,0.000553,2.1,"Otto Matic"
" 89959 (2002 NT7)",Y,Y,1.735,0.5284,42.36,132.00,300.71,206.61,1.407,,5.527,,0.4311,2460600.5,0.000874,2.29,"Otto Matic"
" 90075 (2002 VU94)",Y,Y,2.136,0.5755,8.91,226.73,30.77,128.37,2.233,,7.879,,0.3156,2460600.5,0.0281,3.12,"Otto Matic"
" 90403 (2003 YE45)",Y,Y,1.234,0.2802,19.01,286.23,306.85,341.08,0.572,,505.,,0.7186,2460600.5,0.0358,1.37,"Otto Matic"
" 90416 (2003 YK118)",Y,Y,1.695,0.4924,7.83,326.76,233.29,117.11,0.968,,43.58,,0.4467,2460600.5,0.00216,2.21,"Otto Matic"
" 99248 (2001 KY66)",Y,Y,1.867,0.5073,10.61,284.11,61.58,359.76,1.115,,19.7,,0.3864,2460600.5,0.048,2.55,"Otto Matic"
" 99942 Apophis (2004 MN4)",Y,Y,0.9224,0.1911,3.34,203.90,126.67,227.76,0.34,,30.56,,1.113,2460600.5,0.000613,0.886,"Davide Farnocchia"
"100085 (1992 UY4)",Y,Y,2.651,0.6190,2.64,305.18,42.24,158.29,,,12.906,,0.2284,2460600.5,0.0249,4.32,"Otto Matic"
"101869 (1999 MM)",Y,Y,1.624,0.6109,4.77,110.92,268.84,52.69,,,,,0.4762,2460600.5,0.00129,2.07,"Otto Matic"
"101955 Bennu (1999 RQ36)",Y,Y,1.126,0.2037,6.03,2.06,66.22,101.70,0.482,"0.5047 x 0.4918 x 0.4567",4.296061,4.8904e-9,0.8245,2455562.5,0.00322,1.2,"Davide Farnocchia"
"103067 (1999 XA143)",Y,Y,1.844,0.5812,38.56,116.52,104.10,289.32,1.282,,9.849,,0.3937,2460600.5,0.0422,2.5,"Otto Matic"
"111253 (2001 XU10)",Y,Y,1.754,0.4394,42.02,310.15,6.97,62.23,3.006,,,,0.4244,2460600.5,0.0287,2.32,"Otto Matic"
"136617 (1994 CC)",Y,Y,1.638,0.4169,4.68,268.51,24.92,103.64,,,2.3886,,0.4701,2460600.5,0.0152,2.1,"Otto Matic"
"136618 (1994 CN2)",Y,Y,1.573,0.3948,1.44,99.34,248.28,340.11,,,13,,0.4996,2460600.5,0.0127,1.97,"Otto Matic"
"136795 Tatsunokingo (1997 BQ)",Y,Y,1.747,0.4780,10.99,50.13,147.57,340.73,,,17.71,,0.4268,2460600.5,0.0342,2.31,"Otto Matic"
"136849 (1998 CS1)",Y,Y,1.492,0.5785,7.79,110.68,97.80,204.65,,,2.7653,,0.5411,2460600.5,0.0199,1.82,"Otto Matic"
"137108 (1999 AN10)",Y,Y,1.459,0.5621,39.93,314.34,268.33,177.03,,,5.041,,0.5595,2460600.5,0.000509,1.76,"Otto Matic"
"137120 (1999 BJ8)",Y,Y,1.901,0.5490,8.97,339.46,222.00,272.88,,,,,0.3761,2460600.5,0.0218,2.62,"Otto Matic"
"137126 (1999 CF9)",Y,Y,1.772,0.6012,5.55,156.87,90.54,280.89,,,,,0.4177,2460600.5,0.0181,2.36,"Otto Matic"
"137427 (1999 TF211)",Y,Y,2.44,0.6116,39.49,347.91,162.38,132.56,,,,,0.2586,2460600.5,0.0257,3.81,"Otto Matic"
"138095 (2000 DK79)",Y,Y,1.777,0.4145,60.69,43.46,2.58,220.12,,,4.243,,0.4162,2460600.5,0.0493,2.37,"Otto Matic"
"138127 (2000 EE14)",Y,Y,0.6618,0.5331,26.46,155.75,197.86,76.31,0.754,,2.586,,1.831,2460600.5,0.0219,0.538,"Otto Matic"
"138175 (2000 EE104)",Y,Y,1.004,0.2932,5.24,25.50,280.87,52.66,,,13.324,,0.9798,2460600.5,0.00828,1.01,"Otto Matic"
"138404 (2000 HA24)",Y,Y,1.139,0.3186,2.16,309.35,142.20,139.80,,,3.9077,,0.8111,2460600.5,0.0272,1.22,"Otto Matic"
"138524 (2000 OJ8)",Y,Y,2.358,0.5678,6.25,226.58,181.27,207.91,,,2.6835,,0.2722,2460600.5,0.0287,3.62,"Otto Matic"
"138727 (2000 SU180)",Y,Y,2.105,0.6052,11.92,327.89,136.32,289.27,,,,,0.3228,2460600.5,0.0335,3.05,"Otto Matic"
"138971 (2001 CB21)",Y,Y,1.034,0.3334,7.92,353.67,271.93,115.89,,,3.303,,0.9378,2460600.5,0.0232,1.05,"Otto Matic"
"139211 (2001 GN2)",Y,Y,1.86,0.4518,26.05,173.53,3.58,106.42,,,,,0.3886,2460600.5,0.0276,2.54,"Otto Matic"
"139359 (2001 ME1)",Y,Y,2.634,0.8700,5.96,84.57,302.40,138.82,,,,,0.2306,2460600.5,0.0134,4.27,"Otto Matic"
"139622 (2001 QQ142)",Y,Y,1.421,0.3101,9.34,83.16,337.95,190.84,,,,,0.5821,2460600.5,0.0117,1.69,Giorgini
"140039 (2001 SO73)",Y,Y,1.821,0.5679,4.85,197.14,31.03,222.91,,,,,0.401,2460600.5,0.0451,2.46,"Otto Matic"
"140158 (2001 SX169)",Y,Y,1.347,0.4608,2.52,126.78,42.73,94.39,0.566,,3.143,,0.6302,2460600.5,0.026,1.56,"Otto Matic"
"140288 (2001 SN289)",Y,Y,1.784,0.5082,53.19,357.06,225.64,344.42,1.263,,6.58,,0.4135,2460600.5,0.016,2.38,"Otto Matic"
